overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"07 14, 2015",A1TXN0QGP7JSZ0,B0058FN036,walisson cardoso gomes,"For its nostalgic value, it really worth,",Works without problem,1436832000,,,
5.0,True,"02 12, 2011",AG2SZ238GJFZ8,B001IK1BJ0,Aaron,"Dragon Age: Origins was always one of those games I overlooked on the store shelves for months. Always assuming I'd just despise it because I despised Mass Effect.

Well, I had some money left on a debit card and thought ""what the heck"" for only 13 bucks..

The game arrived about 2 days ago and I'm highly addicted and slapping myself silly for not buying it several months ago. This may very well be the best RPG I have ever played, mixing elements of several different rpg genre's, like dungeon crawlers for example, or even tactical rpgs and yes, Oblivion.

However with that said this game very much stands apart from the crowd with superior gameplay as a whole, so don't get me wrong!

The world is beautiful, and sprawling. While not as huge as Oblivions or Fallout 3's, it is of nice size! You don't travel anywhere you want via sandbox style world though, instead you're offered a map of the world and can pinpoint where you wish to travel, from town to town, dungeon to dungeon, etc.

Combat is amazing. If you're a very involved and tactical player you can use the pause menu to lay out battle commands, queue potions, spells, etc. You can also take control of each person on your team on the fly, and use their abilities as you see fit. Furthermore you can customize how each member of your team acts when controlled by AI. For example, you can set your healer to automatically cast heal when an ally drops below 50% hp. Very very nice!

As far as Dungeon Crawling elements go, there are a TON of chests to be found, drawers to be opened, closets to be opened, and corpses to be looted. You can find rare weapons, armors, trinkets, etc, and of course standard gear as well. And yes, potions, and professions materials can be found as well.

Character customization is done extremely well. You can change every aspect of your character from the beginning. Hair, eyes, lips, nose, makeup, I mean everything. Also once you begin your journey your look changes depending on what you wear, which I love.

Characters also develop quite nicely in terms of skills and ability. You have very nicely structured skill/spell trees that you can develop as you see fit. For example, a mage may choose between a fire tree, or maybe an earth tree? you want to cast earthquakes or fireballs? and it's a lot deeper than I can even give it credit for being. You have a LOT of skill/spell options, as well as passive abilities, professions to choose from, like trap making, or herbalism? it's amazing.

The story draws elements from the standard RPG save the world from evil storyline, but it's set apart by EXTREMELY well written dialogue and personal choices that effect the story deeply in some cases. It also has very nice plot shifts, and a TON of side quests that in most cases, further or add to the story on the whole. And make no mistake about it, the character development is done SO WELL in-tune with the story, that you WILL care deeply about the characters in this game!

Now in my opinion, the overall game score is laid out as follows:

Graphics = 7. Not as good as say, Oblivion, despite being a newer game.
Sound = 9. The music is beautiful, and my only gripe is some of the combat music can become tedious.
Overall Depth = 10. The game play, options, story, everything is absolutely wonderful!

This game is a MUST buy for ANY fan of RPG's, period. You are MISSING out on a GEM of a game, and a almost perfect gaming experience!","One of, if not THE best RPG out. Period.",1297468800,,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
5.0,True,"02 13, 2018",A11F4MCIGGS9O0,B000CRSBKC,JP,"For people that are interested in reviews of products several years after purchase please see my experience below:

Previous years product was purchased: 9+ Years
Shipping:  As expected
Amazon handling:  As expected

Review:

I bought this game because I purchased a Sony PSP.  This game was amazing!  Very challanging and I spent several hours trying to beat it.  This was obviously before Mobile games were around and my wife and I spent seveal nights in bed playing our PSP's.  Fighting games were an enjoyable experience then.",This game was amazing! Very challanging and I spent several hours trying ...,1518480000,,{'Platform:': ' Sony PSP'},
5.0,True,"12 17, 2014",A1XLO03FTFSBCQ,B00O1CKQW0,Alex,way better than the one from astro gaming. my cat chewed up 2 cables from astros and not this one because its shorter and doesnt attract my cat.and its cheaper!!!,way better than the one from astro gaming,1418774400,,,
5.0,True,"10 3, 2014",A2UUD9P6PWLAJS,B004UDB9SA,Kevin Villatoroo,good,Five Stars,1412294400,,{'Format:': ' Video Game'},
5.0,True,"10 31, 2011",ASWRSBICTVDXU,B001RNO1G8,tapj28,"This is an original! Very neatly done - the audio, video, embedding of items, the plot, the graphics are impeccable!
This one is not a short game, have played for quite a while and it is not over yet. I really don't want it to end. It really is all in the presentation for me. The pictures are same and the items don't move - but as you move from mission to mission you are thinking you are doing something meaningful so you forge ahead. There are interesting mini-games of differences, same items, etc. It is a top-notch presentation with real world feel and the sound effects are realistic. I think if you are looking for a HOG with something different and meaningful(in a unrealistic way), this is the one for you. Am happy to report I didn't have to find spirits, ghosts, curses, dead people, or naked exposures. This one is great for the entire family - and you get to learn/review a bit about geography along the way.",Loving it!!!!,1320019200,,,
5.0,True,"08 27, 2015",A208MMPEVHMS40,B000ZKA0J6,SeanHeeger.Com,It's a great demo. Unfortunately I need a monster video card to get anything out of it.,good stuff,1440633600,,{'Format:': ' Video Game'},
5.0,True,"04 10, 2016",A24ECQCIUKA2Y3,B00EEMLDZG,Steve,Purchased mainly just for DLC.  Purchasing it this way was cheaper then buying the DLC.  Almost half price of DLC,Great Game,1460246400,,"{'Edition:': ' Hardened', 'Platform:': ' Xbox One'}",
5.0,False,"02 21, 2016",A1W8BDPG9N18CL,B00WTI3JPE,Alwin I. Kurniadi,"I like Witcher 2, but this one surpasses that game on every.  The game also lets you know what experience level you should be at before attempting a mission.  So I'm doing some of the side missions to increase my level.  Some of the side missions almost seems like full length missions on their own.  I'm pretty sure a lot of the missions I'm doing now will connect to the ending.  The more I play the more impressed I am with the graphics, the different characters you encounter and just the level of detail.  This game is so huge that it will take many hours to complete.  I love this game and have been playing non-stop.  It should be one of the games nominated for Game of the Year if not actually Game of the Year.",Game of the Year in my book.,1456012800,,{'Format:': ' Video Game'},
5.0,True,"07 14, 2015",A2RI3JEHBVQT9L,B00AEX81SG,PAPhillips,"My son is pleased as he can be!  This PS3 came packaged in original manufactures box, It has an EZ access to load the game disks, of course had everything he needed.  It was everything the seller posted.",My son is pleased as he can be,1436832000,,,
5.0,True,"08 9, 2016",A2EBBUBFJJ9KGZ,B0013VBKNG,BAKlineRMR,Great games!,Five Stars,1470700800,,,
5.0,True,"05 2, 2017",A3P0CBZ9GCL0OU,B01H2DKHPA,Anfotero,Great,Five Stars,1493683200,,{'Edition:': ' Waluigi'},
5.0,True,"09 18, 2016",A12IJIK9OUEH4K,B000FQBPCQ,Humanoid LX500,"zelda games are awesome,

good price for a game that wasn't easy to find locally",glad it was online to buy,1474156800,,{'Platform:': ' Nintendo Wii'},
5.0,False,"01 5, 2007",ACOO1NZKALM44,B0009VRSS2,AzureBlu,I bought this game by the reviews here and I was expecting something different. It's not as fun for me as I thought it would...but it doesn't mean that I won't reccomend this. My little nephew LOVES the game and I did find the crashes kind of fun to look at. It just got old after awhile. But overall the game IS worth the buy and I'm sure that you'll enjoy it. :),"Great, but not for me",1167955200,2,{'Platform:': ' Sony PSP'},
5.0,True,"02 13, 2013",A3DMLIVTZ6JZYX,B0086V5TVU,VMA,"The kids had a great time with it.  Lots of fun and good exercise.  I had gotten this for me, but a back injury prevents me.
Darn.",The kids love it,1360713600,,{'Format:': ' Video Game'},
5.0,True,"08 9, 2017",AJY1OZQWNOS49,B01BCMBJKE,Jay Martinez,Must have for Star Wars and Lego fans!,Awesome!,1502236800,,"{'Edition:': ' Standard', 'Platform:': ' Xbox One'}",
5.0,False,"03 6, 2009",A276BSDSBYTULH,B001O0EGLE,Jason Kleeberg,"This game is far and away the best baseball game of the year (again).  2K Sports continues to put out inferior products, while Sony's The Show excels for a second straight season.

The new animations look great and fluid, the new features are implemented quite nicely, and the graphics are amazing.  Road To The Show is as fun as it was last year with a few nice new additions (including batting practice, to raise those stats).

If you're a baseball fan, this is a must buy, and nearly a system seller for a sports fan without a PS3.",The only baseball game to consider this year.,1236297600,,{'Format:': ' Video Game'},
5.0,True,"01 30, 2017",A2W1I9WKM0QT4L,B0002W5S0I,HeartRocks,Very Good product and company!  Thank you :-),Five Stars,1485734400,,{'Platform:': ' PlayStation2'},
5.0,True,"02 12, 2016",A1FRH2ZMCT1ZBV,B00KWFCSB2,Denice Poole,Bought this as a gift and he loves it. Best game of the year!,Best game of the year,1455235200,,,
5.0,False,"08 6, 2012",A2W4ST4L33BWXF,B001DO3NEW,TheBeth,I bought this game used at a game store & I'm glad I did:  it's adorable.  I love being able to use my Mii & play various instruments.  I wish there were more songs (so far I've only discovered 5 - maybe there's more to unlock).  I've become fairly good at the drum set.  I like using the wii balance board as well as the wii remote & nunchuck for the drum set.,Cute Game,1344211200,,,
5.0,True,"01 25, 2016",A3KLU8X8Z94D61,B003Q5J4NU,Pammie,the grandkids love it!,Five Stars,1453680000,,,
5.0,True,"03 14, 2016",A3AFQMHH3PM1A0,B00AKIPBNS,A,Excellent quality grid-based RPG. It reinvigorated the genre and series for  a reason.,Five Stars,1457913600,,{'Format:': ' Video Game'},
5.0,False,"08 19, 2014",A2SA6LR78V49UV,B00CV5ZNFO,OrangeCrush,"I wound up buying Terraria based on a recommendation of a friend. I had initially written it off as some sort of Minecraft clone and to be perfectly honest, I think I am one of the only people in the world that do not really care for Minecraft. I just have a really hard time getting past the low resolution textures and graphics. Anyways, one of my good gaming freinds told me that while it did have similar aspects to it, that of building and resource gathering, it had many aspects that made it very different from Minecraft. I am a big fan of 2D sidescrolling games in general so I decided to take a chance and bought it on Xbox Live Arcade. I basically spent the next week completely immersed in this game.

For those unaware, Terraria is basically a 2D sandbox style exploration game. One of the best aspects to Terraria is the world is randomly generated at the start of the game. This type of randomly generated world/dungeon is becoming more and more popular in the gaming world and for good reason. It significantly adds to the replayability of a particular game. Terraria does have many things in common with Minecraft. Like Minecraft, the heart of the game is exploring, collecting materials, and crafting an ever increasing number of items available to you. You start off in the forest, but Terraria has many different biomes with which to explore, each offering unique items with which to craft with. By the time you get 8-10 hours into Terraria, you will already have a large number of items that you can create, including various types of armor and weapons. One of the best items in the game is the rocket boots that one can craft. They allow one to traverse long distances in quick measure. Not to mention, its just fun flying around in rocket boots!

One of the biggest differences between Minecraft and Terraria lies in the fact that combat plays a much larger role in Terraria and that is ultimately one of my favorite asepcts about the game. On top of there being enemies galore, all over Terraria's map, you also have the added bonus of multiple boss monsters that one can summon at certain points in the game. The big eye you see on the XBox 360 Terraria box art is one of these bosses, The Eye of Cthulu. The bosses are definitely challenging, especially if your playing the game solo. Playing Terraria with friends is definitely fun, but I actually prefer to play solo a lot of the time as its a much more challenging game when your going it solo.

There is a small tutorial at the beginning of the game that gives you a basic idea of the games mechanics and how you go about collecting resources and building items, but its short and not very in depth. That actually wound up being one of my favorite aspects to Terraria, the fact that it just basically throws you into the world and you have to really figure everything out on your own. I can see where this might annoy some people, but I absolutely loved this aspect of the game. Slowly buy surely you learn more and more about the world of Terraria. Its just makes the whole exploration aspect to Terraria that much more exciting. Another interesting aspect to Terraria is the NPC's that populate the world. There are NPC's that will come and live in your shelter, but only if they have thier own furnished rooms. There are various NPC's, each offering various services including healing, selling items, etc. It definitey adds incentive for creating a really nice home base.

If there is one aspect of Terraria that I found disappointing, its that its completely void of any sort of story or quests. As amazing as Terraria is, it would have just been that much better if the game actually had a story and quests. Personally, I think that is the next step for this genre, adding a story and various quests. A Terraria styled RPG, one that had a story and quests, now that would be an absolutely amazing game.

Bottom line - While Terraria definitely has a lot in common with Minecraft, it is most definitely not just another Minecraft clone. Terraria takes some of the best aspects of Minecraft, adds its own unique qualities, and ultimately creates a completely different kind of crafting/sandbox style game. I had serious doubts about wether I would enjoy this game, and then I wound up sinking like 100 hours into it in the first couple weeks alone. If you enjoy sandbox style games  or games that have exploring at the center, then I highly recommend you give Terraria a try. Its one of the best games I have played yet on Xbox Live Arcade.

5 Stars!","Simply Put, Amazing!",1408406400,,{'Format:': ' Video Game'},
5.0,True,"02 28, 2018",A27B63GPV25H07,B0072HYRNK,Kindle Customer,"Came brand new, no fingerprints or scuffs. Worked great too. I actually used these for a custom virtual reality setup, and I haven't experienced any issues with the controllers so far.","Work as advertised, no issues whatsoever.",1519776000,,,
5.0,True,"02 24, 2016",A3QCSTDUUF3G85,B00O9GPD26,Jonathan Ramirez,Really great to da collection or if he's yer favotire,Another to da collection,1456272000,,,
5.0,True,"05 9, 2015",A2Z15UQEUTE3T9,B00004SVY2,Leon2142,"Im not going to lie to you. This game is difficult. Its VERY difficult. I bought this game as a long time metal gear fan (even though this game isn't considered canon in any form of the word). All I have to say is just keep trying. Keep trying, and don't give up. Its a decently fun game, and sure its unforgiving as can be, but it is such a good feeling when you finally beat it. Overall, I had a fun time with this one, but its not for everybody. Be prepared for a challenge.","Its a decently fun game, and sure its unforgiving as can be",1431129600,,,
5.0,True,"07 17, 2014",ASBFMWBCSE384,B00EV4O86I,Parker Weng,"without game,but i like it.",but i like it.,1405555200,,,
5.0,False,"10 31, 2016",AIPXXAZSQ0ULL,B00JK00S0S,silver-moon,Loved it best horror game,Was very fun with a cool STORYLINE,1477872000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
5.0,True,"08 17, 2017",A1G8L3C7K4RHTH,B01GW92ZKU,J.U.M,got everything I expected and some in game charms. I'll gladly buy this again.,worth every cent.,1502928000,,"{'Edition:': "" Collector's"", 'Platform:': ' Xbox One'}",
5.0,True,"06 11, 2012",ATQQ4NWDYRFXP,B003VJINEM,Experiment 626,"I like a good variety of games.  For my PS3 collection, I want a little bit of everything for whatever mood I may be in.  This is a great sporting game to unwind with.  I like the gameplay quite a lot, and the nature element is terrific.  It gives you options to hush up the announcers and whatnot - so if you're eyeing this game because you like Rapala's PS2 games, but the YouTube footage for this looks like it might be too obnoxious and noisy, don't let that hinder your decision - you can shut all that sports center noise off.  I put this one off for a little while, and was upset with myself that I had once I got the game.  I thoroughly enjoy it.  I love fishing games, but am particular about the ones that suit me.  I liked the Rapala games on PS2, and am very happy with the Rapala, here, on PS3.  The scenery is wonderful, the characters are appealing, and of course the fish are awesome.  Some games are high tension, but this one is a good one to relax with and still be competitive with your gaming.  I love the Rapala fishing games.  A+","Nice, fun game to relax with!",1339372800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
5.0,False,"03 27, 2011",A1HC81NYDXIWOC,B003GEDM3E,Nicole Ann,My 8 year old daughter says this is an awesome game and you need to buy this if you love to dance. She also enjoy's picking out and buying outfits for her dance character and dancing her way to super stardom on this game. She is also happy that it is a game that you don not get stuck in and there is a wide variety of great songs to choose.,Awesome game.,1301184000,,,
5.0,True,"12 3, 2014",A3E77365PYVO36,B002DOC93C,clarissa,Love this game amazeing,Five Stars,1417564800,,,
5.0,True,"01 2, 2017",A2JUH72GE4ZQA9,B01F3Y79TW,Samuel Rivera,Awesome and my friend is loving it.,Five Stars,1483315200,,{'Color:': ' SA920 White Black'},
5.0,True,"02 13, 2017",A3E74HT7E6YXL6,B00KVSQ848,Juan M.,Very Good.,Five Stars,1486944000,,{'Format:': ' Video Game'},
5.0,True,"08 9, 2015",A3W02R9MG9ZOGO,B00CW3E87Y,Craig Pruitt,Loved it!,Five Stars,1439078400,,{'Platform:': ' PC / Mac'},
5.0,False,"02 8, 2006",AHMO70DRWBE0W,B000CC3IEQ,videogamemaster,"WARNING: SOME SPOILERS

Intro:

The game starts out kinda slow. With limited things to do and limited battery life. (only 80)

The good part is it is very easy to get more battery upgrades by collecting happy-points.

There is a toothbrush you can pick up not long after you start the game, which is for cleaning stains on the floor.

Every stain cleaned gives you 2 happy-points. Not to mention when you've cleaned a certain amount of stains you get a point bonus, usually 20+. You can also pick up scrap paper, candy wrappers, cookie crumbs, etc. By throwing these in the garbage can in the living room (I haven't been able to locate another one yet) you get even more points, not to mention Moolah, the games currency. Using Moolah, Chibi can buy things from the Chibi-PC in the Chibi House (located in the living room).

I'll tell you the coolest thing I've found so far (which I've bought) is the Chibi-Blaster.

Using it Chibi can blow through cracks in the walls to reach new areas and blast through spider-webs.

Most importantly, you use it to fight the little robotic spiders that appear randomly. Known as Spydorz.

However, you don't need to worry, they appear only after you've purchased the Blaster.

Defeating them leaves behind scrap metal which you can use to build Utilibots.

One is a latter which is very useful for reaching high places. Another is a Warp. Very handy for moving up and down the stairs in the foyer. (Which takes forever to do on foot.)

And yet another is an extendable bridge. A little bridge that unfolds that can reach far away places you couldn't get to other wise.

Exploring in the game is very fun. The games day/night cycle lets you explore during the day or the dead of night. Making even old areas seem different. Initially, you only have 5 minutes before the day or night ends and you have to return to your Chibi-House. However, from your handy Chibi-PC (once again located in the Chibi-House) you can purchase extensions. The first allows you to take 10 minutes instead of just five. The third, 15. It doesn't sound like much, but it makes a big difference when exploring.

Chibi can climb a number of things in the house as well as interact with other things. (Such as speaking to the toys that come alive at night.)

As mentioned early in the review, the battery can be annoying. Not enough to make the game repitive or anything, but you really need to keep an eye on your battery meter! Don't worry though, again as mentioned before the upgrades are fairly easy to get. I've went from 80.0 power to 160.0 since yesterday.

(The upgrades are in increments of 20).

Falling from high places though can spell Chibi-Robo's end. The end of his battery that is. Falling drains battery power significantly. If you take a fall and it doesn't drain Chibi completey, get to a plug-in, quick! It's not a catostrophe if he does die. It can be annoying. You have to start back from the Chibi-House plus you get Moolah taken away.

However, you don't need to worry about falls if you utilize one of Chibi-Robo's most important tools.

The Chibi-Copter. After equiping, hop off a high place to glide gently and safely down. You can also hover horozontily for a few seconds by holding A.

Review:

Graphics: 9.0

The game's visuals are awesome. From the details in the house to Chibi himself, the graphics won't dissapoint!

Sound: 9.5

As were the graphics, the sound is amazing. Always there, but never annoying.

It's very creative how they made a different tune play depending on what Chibi-Robo's doing.

Gameplay: 8.5

The gameplay is excellent. I don't know about the replay value though. Which is why I only gave it 8.5.

I would think I would want to play it again though.

Overall: 9.8

As close to excellence as you can get Chib-Robo is a game that I will remember and play for a long time.

Don't pass this one up.","Chibi-Robo, Plug into Adventure!",1139356800,65,,
5.0,True,"03 26, 2015",A1GR2PXWAYEX30,B001DNGCN2,Edward,Works Great!,Five Stars,1427328000,,,
5.0,True,"06 2, 2016",A25KM8NEMZAOP6,B014R50404,lipbuster,Nice collectors set. Enjoying the game and can't put it down.,Five Stars,1464825600,,"{'Edition:': ' Collectors', 'Platform:': ' PlayStation 4'}",
5.0,True,"01 23, 2017",ARSYPYZPQPN7T,B00KVRNIQU,smbd,Product as advertised and delivered very quickly. Would recommend to anyone and do business again.,Would recommend to anyone and do business again,1485129600,,{'Format:': ' Video Game'},
5.0,True,"04 22, 2018",AEBK8OF3TZXL7,B000R0URCE,Anita W.,My children love video games. They loved this.,Great game!,1524355200,,{'Format:': ' Video Game'},
5.0,True,"12 14, 2014",A1K3Z9OA8TPR13,B00003E4GD,jen gilman,Excellent!,Five Stars,1418515200,,,
5.0,True,"11 3, 2016",AIKRRIIP5V0LK,B017W17G1U,Dan B,"It's an amiibo so there's not that much to say.  The figure itself is amazing as always but don't expect to be able to use it in anywhere near the amount of games you can use some others in.
With the recent update to Animal Crossing New Leaf, this Amiibo does have more of a use than in the past. We may also see more support in the future knowing Nintendo.

The benefit of the lack of software support is the price. The Animal Crossing series of Amiibo are cheaper than most other series by a fair margin (MSRP is $8.99 instead of 12.99$) and I was able to pick this up for just $6.00 so the lack of support is made up for in the reduced price.",A great figure with somewhat lacking software support,1478131200,,,
5.0,True,"06 18, 2015",A2ZDD4BG4AHZC4,B00MA5TSFQ,The Last J,"If you are like me and just never got around to sleeping dogs and you didn't want to break the break the bank on dlc.....

This is beyond an excellent deal for you

Full game. All dlc. Upgraded HD grapgics. PS4.

At an insane cheap price. Can't beat it.",Excellent deal for some,1434585600,,{'Format:': ' Video Game'},
5.0,False,"05 6, 2016",A2CNYLIWV10IHU,B00ZRZTT3W,Libby Ann,"Awesome game! I love the controls, graphics, and story. There is a lot of variation in the different levels with something for everyone. May not be suitable for small children.",Loads of fun for 1 or 2 people!,1462492800,,,
5.0,True,"07 6, 2013",A2DBFR8HA7RPOB,B00CD1FC6G,TheBIGLebowski,"Just received this in the mail and plugged it into my PC and LOVE this.  Everything about it screams quality and durability.  I installed the red WASD and 1-6 keys, they were easy to take out and easy to install.  Keys are very quiet for a mechanical keyboard which is why I bought it.  Will recommend this to all people I know who play games on PC.  The back lighting is great, low is low and high is very bright.  My only gripe and this is NOT a game breaker is that there are no bumps on the F and J key.  I prefer that because it lets me know where my fingers can instinctively go, but Ive been using the Razer acrosta and it isn't back lit and those keys were my reference.  All and all very very happy with the purchase.  Cant wait to enjoy all its use over the years.",awesome keyboard,1373068800,,"{'Size:': ' Standard', 'Color:': ' VENGEANCE MX Red, RED LED'}",
5.0,False,"04 1, 2013",A1KV9ONZ1V8A96,B004D8QAAO,Andy,"I used to think that the Hitman games were lame. But the games are more intelligent than I gave them credit for and I did not know better until I was informed otherwise.

The challenge is to kill only the target without alerting the other NPCs. Stealth in Hitman does not mean only hiding in the shadows and going from point A to point B in a mostly linear path hiding from enemies and executing a sequence of events. It has a very open format - kudos to the makers. How you complete your objective is up to you. It involves hiding in plain sight which can mean disguises to reach close to the target, knocking out guards using anesthetic, sniping from afar but making sure no one see you, engineering accidents, planting bombs near the targets to either distract or kill. All these can be used to complete a level in multiple ways or used in conjunction on the same level. It can also be pure stealth - learn the movement patterns of the NPCs and steal around them. Just one more point, you also need to escape. So if you go in close and do not succeed in a clean kill, the guards are alerted and you may not be able to escape.

Blood money is the best of the lot in the sense that the number of ways to complete the missions are virtually unlimited. Hitman 2 is the most realistic and also the hardest but again with multiple ways to complete. Note that the aim is to get the ""Silent Assassin"" rank - the highest achievable - and that is not dependent on any particular method. You can also KO or kill anyone you like in any manner you see fit but that can affect the rankings. Also each mission can be completed in less than 15 minutes and games who want to challenge themselves do it in less than 5 minutes or even less - all with the highest ""Silent Assassin"" ranking.

Note that Hitman is not a action/shooter game - there are others that do it a lot better. It is also not a stealth game - Thief comes to mind which was pure stealth and where you lost if even one NPC saw you. Hitman is, well a game about being a Hitman - a Silent Assassin - for want of a better term. :)

I am now officially a fan of the series after playing Hitman the first time more than a decade ago and writing it off as a wannabe stealth/shooter game (it was all splinter cell and thief back then) and not giving it a second look.",Hitman is not a stealth/action game... it is however a very intelligent one...,1364774400,4,,
5.0,False,"02 25, 2017",A3TSISFRUDG7M4,B00DB9JYFY,DK,Love this game.  This 1st version of Titanfall does NOT have a campaign.  It is all multiplayer.  The 2nd Titanfall DOES have a campaign.,Awesome Game,1487980800,,{'Format:': ' Video Game'},
5.0,True,"03 16, 2014",AB7JEMCS3311D,B00320JAWY,Derik Romero,"This is a really good game. Good graphics, and the story  itself makes the game more interesting. I highly recommend this game to other gamers. Thanks",Really good game,1394928000,,{'Format:': ' Video Game'},
5.0,False,"08 29, 2006",A329U9CDUPKXAC,B000FDOTIQ,Patrick,I'm not a fan of shooters. But I am a fan of Final Fantasy VII so that's why I got this. Still not a fan of shooters but it's all right. I got the game because I love the characters and the story so I'm more than satisfied. The cut scenes are beautiful. They're long but I'd rather watch them than play the game anyway to be honest.,I got it for the cut scenes,1156809600,3,,
5.0,True,"08 9, 2016",A1NFLIY8M4NXNN,B00YQ1NOPM,Zach,Amazing game! Almost endless fun can be had with this game. Get the DLC's and you probably will end up having endless fun!,Best fallout yet!,1470700800,,{'Format:': ' Video Game'},
5.0,True,"10 30, 2014",AKEN2HO01KRPA,B004YVOCYG,Kendall Lara,I love this series of games,Good,1414627200,,{'Format:': ' Video Game'},
5.0,True,"09 10, 2015",A2AEC4Z6YDIDGT,B003SVROA2,Walter,excellent product met all my expectations,Five Stars,1441843200,,,
5.0,True,"03 2, 2013",A2M10P5VJUG4VD,B00179DUAK,Rodney Holmes,This is a very challenging game so you are not able to complete it quickly like the other star stable games.,challenging,1362182400,4,,
5.0,True,"11 22, 2014",A26FS7Y81XIZUK,B00001ZWMV,meng lee,"Was good, but some puzzles took a bit long.",Five Stars,1416614400,,,
5.0,False,"08 9, 2001",ANOJJ7PQCQE7O,B000034DCF,Amazon Customer,"From the creators of the Crash Bandicoot series comes Mario Kart racing for the PSX! Built on a brand new game engine, Crash Team Racing is one of the best looking racing games on the PSX, with detailed environments and high framerates. Select one of eight different characters to race across more than 20 different track in Adventure, Time Trail, Versus, Gran Prix and Battle Modes. Take your favorite Crash Bandicoot character and race him against 3 of your friends for bragging rights!
There's a new mad scientist in town and his name is Nitros Oxide and he's about to wreak his own havoc on this little island paradise. He's absolutely obsessed with speed and fast just isn't fast enough for him so he concocts a crazy idea to speed the whole world up forever!
Tune your own ""wheels"", pick up goodies and watch out for those environment hazards. This game boils down to pure racing fun. ...",crash racing,997315200,5,,
5.0,True,"02 13, 2015",A2667M6HJXLQBE,B000FQ9R4E,Erin Dagg,A+,Five Stars,1423785600,,,
5.0,False,"11 16, 2001",A1LE0N83C2XKMN,B00004T77P,Mystery Maven,"Update: This will not play on Vista/Windows7 unless you disable the music/sound in the game menu. Which is disappointing because it's cool when the decade changes...the music changes to suit that decade. You may also have to right-click on the icon, choose properties, Compatibility and change to XP SP2.

Monopoly for the PC has been out for some time, so I don't know why the complaints about how this ""isn't Monopoly"". What's so exciting about regular Monopoly that take hours to play?

This game is fast pace and cut-throat. I can just imagine what the multi-player is like. Being that I haven't played that yet, I'll just stick to the single-player. It has the familiar game pieces (as their 3D representative character) and blocks. The premise is similar, but with a twist. Instead of hopping around a board via die roles, you pick a block and start building. The single player gives you progressive challenges each with 3 difficulty levels. You only need to complete the easiest level to progress to the next. You also have railroad and utilities that you can buy in some scenarios.

In single mode, you are pitted against 2 computer challengers and get scenarios such as ""Be the first to make $2,000 in 1 day of business."" This is where the ""sim"" comes in--you're not only building a wide array of shops, you're trying to build what will draw the consumers and shut out the competition. You poll the people in the neighborhoods near where you want to build to find their desires, which change over time. Fill a block with businesses and take it to auction--if you outbid the others, all of your stores get free rent/utilities for a period of time so that your bottom line grows. The game starts in the 1930s but ever 1 ""day"" is a five year advancement in time and you gain the ability to build new business that weren't available in the previous time period. Fads come and go so a store that was popular in the 1940s may not be in 1960s. That's okay because you can renovate and change the type of business it is.

If it sounds like you get bogged down with all this, don't worry, you don't. You don't have time as it's very fast paced. Building is a matter of choosing a business type and dragging the mouse over x-number of squares and it zooms to completion immediately. The larger the building and/or the nicer the frontage, the more it costs. You can also sell off businesses that aren't doing well or change them into a different business. You have day businesses and night ones so you have to pick your building time well. Money comes in from customers, but goes out when it's time to re-order supplies and pay rent at 6 a.m. Also, you want to keep an eye on your cash levels and those of your opponents so you can send your block to auction at the best advantage for you.

Like the traditional Monopoly, you can get ""Chance"" cards, some good, some bad. No passing go or landing in jail, though. One thing that's a neat touch is that the music changes to the appropriate period as you move through the decades.

The only things that can be frustrating is the auctions--the characters can be tediously the same. (If you decide to quit the auction, you can click a button and speed up the pace. I wish it would just do that itself instead of bidding continuing to come from the computerized opponents.) The other thing is that it takes you through specific challenges--you're not just allowed to play a regular multiplayer against the computer (at least at first--I haven't finished all of the challenges.) The scenarios do help you get started if you didn't do the tutorial, but it would be nice if you could pick and choose which ones you want to play instead of forcing you to complete each challenge before moving on to the next.

All in all, they've kept true to the idea of Monopoly, but have given a new spin to an old game.","No, it's not ""regular"" Monopoly--it's better!",1005868800,43,,
5.0,True,"09 15, 2015",A14MTQ6YLA2MG1,B00YXOYHVM,Angie Zizzo,LOVE IT! I use my Xbox every day!,Five Stars,1442275200,,,
5.0,True,"02 18, 2017",A14SQZYCYYE6NT,B0002A6CQ4,gratefull,a classic game got this to add to my resident evil collection. This is a action game good storyline too,This is a action game good storyline,1487376000,,,
5.0,True,"03 3, 2014",A2VIDGW1HWYDWV,B002V8KA72,Ammar Alkadi,"This game is very complicated and time consuming, just the type of space game I like. Very happy with it and I highly recommend it!",excellent,1393804800,,,
